country_or_area,element,year,unit,value,value_footnotes,category
Southern Africa +,Production Quantity,1993,tonnes,10201096,A ,maize
Southern Africa +,Production Quantity,1992,tonnes,3444760,A ,maize
Southern Africa +,Production Quantity,1991,tonnes,8787882,A ,maize
Southern Africa +,Production Quantity,1990,tonnes,9496134,A ,maize
Southern Africa +,Production Quantity,1989,tonnes,12756921,A ,maize
Southern Africa +,Production Quantity,1988,tonnes,7988856,A ,maize
Southern Africa +,Production Quantity,1987,tonnes,8092866,A ,maize
Southern Africa +,Production Quantity,1986,tonnes,8813095,A ,maize
Southern Africa +,Production Quantity,1985,tonnes,8718352,A ,maize
Southern Africa +,Production Quantity,1984,tonnes,5059644,A ,maize
Southern Africa +,Production Quantity,1983,tonnes,4547571,A ,maize
Southern Africa +,Production Quantity,1982,tonnes,8960695,A ,maize
Southern Africa +,Production Quantity,1981,tonnes,15124780,A ,maize
Southern Asia +,Area Harvested,2007,Ha,10253175,A ,maize
Southern Asia +,Area Harvested,2006,Ha,10313743,A ,maize
Southern Asia +,Area Harvested,2005,Ha,10143433,A ,maize
Southern Asia +,Area Harvested,2004,Ha,9866265,A ,maize
Southern Asia +,Area Harvested,2003,Ha,9706748,A ,maize
Southern Asia +,Area Harvested,2002,Ha,8775550,A ,maize
Southern Asia +,Area Harvested,2001,Ha,8684026,A ,maize
Southern Asia +,Area Harvested,2000,Ha,8716420,A ,maize
Southern Asia +,Area Harvested,1999,Ha,8609597,A ,maize
Southern Asia +,Area Harvested,1998,Ha,8404591,A ,maize
Southern Asia +,Area Harvested,1997,Ha,8458641,A ,maize
Southern Asia +,Area Harvested,1996,Ha,8427497,A ,maize
Southern Asia +,Area Harvested,1995,Ha,8233140,A ,maize
Southern Asia +,Area Harvested,1994,Ha,8256709,A ,maize
Southern Asia +,Area Harvested,1993,Ha,8044748,A ,maize
Southern Asia +,Area Harvested,1992,Ha,7920868,A ,maize
Southern Asia +,Area Harvested,1991,Ha,7825372,A ,maize
Southern Asia +,Area Harvested,1990,Ha,7885299,A ,maize
Southern Asia +,Area Harvested,1989,Ha,7898740,A ,maize
Southern Asia +,Area Harvested,1988,Ha,7858928,A ,maize
Southern Asia +,Area Harvested,1987,Ha,7488928,A ,maize
Southern Asia +,Area Harvested,1986,Ha,7797690,A ,maize
Southern Asia +,Area Harvested,1985,Ha,7656817,A ,maize
Southern Asia +,Area Harvested,1984,Ha,7665508,A ,maize
Southern Asia +,Area Harvested,1983,Ha,7677534,A ,maize
Southern Asia +,Area Harvested,1982,Ha,7517966,A ,maize
Southern Asia +,Area Harvested,1981,Ha,7672019,A ,maize
Southern Asia +,Yield,2007,Hg/Ha,26677,A ,maize
Southern Asia +,Yield,2006,Hg/Ha,22385,A ,maize
Southern Asia +,Yield,2005,Hg/Ha,22022,A ,maize
Southern Asia +,Yield,2004,Hg/Ha,21540,A ,maize
Southern Asia +,Yield,2003,Hg/Ha,21130,A ,maize
Southern Asia +,Yield,2002,Hg/Ha,18589,A ,maize
Southern Asia +,Yield,2001,Hg/Ha,20366,A ,maize
Southern Asia +,Yield,2000,Hg/Ha,18844,A ,maize
Southern Asia +,Yield,1999,Hg/Ha,18988,A ,maize
Southern Asia +,Yield,1998,Hg/Ha,18529,A ,maize
Southern Asia +,Yield,1997,Hg/Ha,17707,A ,maize
Southern Asia +,Yield,1996,Hg/Ha,17446,A ,maize
Southern Asia +,Yield,1995,Hg/Ha,16424,A ,maize
Southern Asia +,Yield,1994,Hg/Ha,15238,A ,maize
Southern Asia +,Yield,1993,Hg/Ha,15896,A ,maize
Southern Asia +,Yield,1992,Hg/Ha,16459,A ,maize
Southern Asia +,Yield,1991,Hg/Ha,14257,A ,maize
Southern Asia +,Yield,1990,Hg/Ha,15299,A ,maize
Southern Asia +,Yield,1989,Hg/Ha,15970,A ,maize
Southern Asia +,Yield,1988,Hg/Ha,14095,A ,maize
Southern Asia +,Yield,1987,Hg/Ha,11214,A ,maize
Southern Asia +,Yield,1986,Hg/Ha,13195,A ,maize
Southern Asia +,Yield,1985,Hg/Ha,12040,A ,maize
Southern Asia +,Yield,1984,Hg/Ha,14432,A ,maize
Southern Asia +,Yield,1983,Hg/Ha,13726,A ,maize
Southern Asia +,Yield,1982,Hg/Ha,12060,A ,maize
Southern Asia +,Yield,1981,Hg/Ha,12282,A ,maize
Southern Asia +,Production Quantity,2007,tonnes,27353414,A ,maize
Southern Asia +,Production Quantity,2006,tonnes,23087769,A ,maize
Southern Asia +,Production Quantity,2005,tonnes,22337892,A ,maize
Southern Asia +,Production Quantity,2004,tonnes,21252485,A ,maize
Southern Asia +,Production Quantity,2003,tonnes,20510746,A ,maize
Southern Asia +,Production Quantity,2002,tonnes,16313235,A ,maize
Southern Asia +,Production Quantity,2001,tonnes,17685986,A ,maize
Southern Asia +,Production Quantity,2000,tonnes,16425507,A ,maize
Southern Asia +,Production Quantity,1999,tonnes,16348631,A ,maize
Southern Asia +,Production Quantity,1998,tonnes,15572874,A ,maize
Southern Asia +,Production Quantity,1997,tonnes,14977773,A ,maize
Southern Asia +,Production Quantity,1996,tonnes,14703365,A ,maize
Southern Asia +,Production Quantity,1995,tonnes,13522639,A ,maize
Southern Asia +,Production Quantity,1994,tonnes,12581986,A ,maize
Southern Asia +,Production Quantity,1993,tonnes,12788389,A ,maize
Southern Asia +,Production Quantity,1992,tonnes,13037729,A ,maize
Southern Asia +,Production Quantity,1991,tonnes,11156933,A ,maize
Southern Asia +,Production Quantity,1990,tonnes,12063894,A ,maize
Southern Asia +,Production Quantity,1989,tonnes,12614632,A ,maize
Southern Asia +,Production Quantity,1988,tonnes,11077643,A ,maize
Southern Asia +,Production Quantity,1987,tonnes,8398311,A ,maize
Southern Asia +,Production Quantity,1986,tonnes,10289781,A ,maize
Southern Asia +,Production Quantity,1985,tonnes,9219240,A ,maize
Southern Asia +,Production Quantity,1984,tonnes,11062974,A ,maize
Southern Asia +,Production Quantity,1983,tonnes,10538337,A ,maize
Southern Asia +,Production Quantity,1982,tonnes,9067409,A ,maize
Southern Asia +,Production Quantity,1981,tonnes,9423172,A ,maize
Southern Europe +,Area Harvested,2007,Ha,3600357,A ,maize
Southern Europe +,Area Harvested,2006,Ha,3573108,A ,maize
Southern Europe +,Area Harvested,2005,Ha,3744190,A ,maize
Southern Europe +,Area Harvested,2004,Ha,3993478,A ,maize
Southern Europe +,Area Harvested,2003,Ha,3957087,A ,maize
Southern Europe +,Area Harvested,2002,Ha,3877530,A ,maize
Southern Europe +,Area Harvested,2001,Ha,3954110,A ,maize
Southern Europe +,Area Harvested,2000,Ha,3808149,A ,maize
Southern Europe +,Area Harvested,1999,Ha,3803662,A ,maize
Southern Europe +,Area Harvested,1998,Ha,3918568,A ,maize
Southern Europe +,Area Harvested,1997,Ha,4016616,A ,maize
Southern Europe +,Area Harvested,1996,Ha,3962798,A ,maize
Southern Europe +,Area Harvested,1995,Ha,3636977,A ,maize
Southern Europe +,Area Harvested,1994,Ha,3680150,A ,maize
Southern Europe +,Area Harvested,1993,Ha,3647178,A ,maize
Southern Europe +,Area Harvested,1992,Ha,3848547,A ,maize
Southern Europe +,Area Harvested,1991,Ha,3999656,A ,maize
Southern Europe +,Area Harvested,1990,Ha,3959262,A ,maize
Southern Europe +,Area Harvested,1989,Ha,4114000,A ,maize
Southern Europe +,Area Harvested,1988,Ha,4227884,A ,maize
Southern Europe +,Area Harvested,1987,Ha,4133161,A ,maize
Southern Europe +,Area Harvested,1986,Ha,4294242,A ,maize
Southern Europe +,Area Harvested,1985,Ha,4394628,A ,maize
Southern Europe +,Area Harvested,1984,Ha,4302920,A ,maize
Southern Europe +,Area Harvested,1983,Ha,4173809,A ,maize
Southern Europe +,Area Harvested,1982,Ha,4236670,A ,maize
Southern Europe +,Area Harvested,1981,Ha,4279984,A ,maize
Southern Europe +,Yield,2007,Hg/Ha,64068,A ,maize
Southern Europe +,Yield,2006,Hg/Ha,71408,A ,maize
Southern Europe +,Yield,2005,Hg/Ha,76092,A ,maize
Southern Europe +,Yield,2004,Hg/Ha,74955,A ,maize
Southern Europe +,Yield,2003,Hg/Ha,57755,A ,maize
Southern Europe +,Yield,2002,Hg/Ha,71453,A ,maize
Southern Europe +,Yield,2001,Hg/Ha,71117,A ,maize
Southern Europe +,Yield,2000,Hg/Ha,59551,A ,maize
Southern Europe +,Yield,1999,Hg/Ha,70142,A ,maize
Southern Europe +,Yield,1998,Hg/Ha,64178,A ,maize
Southern Europe +,Yield,1997,Hg/Ha,70295,A ,maize
Southern Europe +,Yield,1996,Hg/Ha,62472,A ,maize
Southern Europe +,Yield,1995,Hg/Ha,61211,A ,maize
Southern Europe +,Yield,1994,Hg/Ha,54708,A ,maize
Southern Europe +,Yield,1993,Hg/Ha,52440,A ,maize
Southern Europe +,Yield,1992,Hg/Ha,52004,A ,maize
Southern Europe +,Yield,1991,Hg/Ha,60354,A ,maize
Southern Europe +,Yield,1990,Hg/Ha,46815,A ,maize
Southern Europe +,Yield,1989,Hg/Ha,54226,A ,maize
Southern Europe +,Yield,1988,Hg/Ha,49028,A ,maize
Southern Europe +,Yield,1987,Hg/Ha,52092,A ,maize
Southern Europe +,Yield,1986,Hg/Ha,58962,A ,maize
Southern Europe +,Yield,1985,Hg/Ha,50978,A ,maize
Southern Europe +,Yield,1984,Hg/Ha,54652,A ,maize
Southern Europe +,Yield,1983,Hg/Ha,52245,A ,maize
Southern Europe +,Yield,1982,Hg/Ha,53379,A ,maize
Southern Europe +,Yield,1981,Hg/Ha,49996,A ,maize
Southern Europe +,Production Quantity,2007,tonnes,23067035,A ,maize
Southern Europe +,Production Quantity,2006,tonnes,25514921,A ,maize
Southern Europe +,Production Quantity,2005,tonnes,28490646,A ,maize
Southern Europe +,Production Quantity,2004,tonnes,29933381,A ,maize
Southern Europe +,Production Quantity,2003,tonnes,22854316,A ,maize
Southern Europe +,Production Quantity,2002,tonnes,27706424,A ,maize
Southern Europe +,Production Quantity,2001,tonnes,28120516,A ,maize
Southern Europe +,Production Quantity,2000,tonnes,22678205,A ,maize
Southern Europe +,Production Quantity,1999,tonnes,26679969,A ,maize
Southern Europe +,Production Quantity,1998,tonnes,25148627,A ,maize
Southern Europe +,Production Quantity,1997,tonnes,28235142,A ,maize
Southern Europe +,Production Quantity,1996,tonnes,24756762,A ,maize
Southern Europe +,Production Quantity,1995,tonnes,22262452,A ,maize
Southern Europe +,Production Quantity,1994,tonnes,20133427,A ,maize
Southern Europe +,Production Quantity,1993,tonnes,19125954,A ,maize
Southern Europe +,Production Quantity,1992,tonnes,20014368,A ,maize
Southern Europe +,Production Quantity,1991,tonnes,24139904,A ,maize
Southern Europe +,Production Quantity,1990,tonnes,18535335,A ,maize
Southern Europe +,Production Quantity,1989,tonnes,22308983,A ,maize
Southern Europe +,Production Quantity,1988,tonnes,20728564,A ,maize
Southern Europe +,Production Quantity,1987,tonnes,21530798,A ,maize
Southern Europe +,Production Quantity,1986,tonnes,25319794,A ,maize
Southern Europe +,Production Quantity,1985,tonnes,22403019,A ,maize
Southern Europe +,Production Quantity,1984,tonnes,23516614,A ,maize
Southern Europe +,Production Quantity,1983,tonnes,21806390,A ,maize
Southern Europe +,Production Quantity,1982,tonnes,22615185,A ,maize
Southern Europe +,Production Quantity,1981,tonnes,21398540,A ,maize
Spain,Area Harvested,2007,Ha,354800,,maize
Spain,Area Harvested,2006,Ha,344400,,maize
Spain,Area Harvested,2005,Ha,414298,,maize
Spain,Area Harvested,2004,Ha,479801,,maize
Spain,Area Harvested,2003,Ha,479900,,maize
Spain,Area Harvested,2002,Ha,465134,,maize
Spain,Area Harvested,2001,Ha,512500,,maize
Spain,Area Harvested,2000,Ha,433146,,maize
Spain,Area Harvested,1999,Ha,397500,,maize
Spain,Area Harvested,1998,Ha,459100,,maize
Spain,Area Harvested,1997,Ha,486500,,maize
Spain,Area Harvested,1996,Ha,439700,,maize
Spain,Area Harvested,1995,Ha,357500,,maize
Spain,Area Harvested,1994,Ha,341800,,maize
Spain,Area Harvested,1993,Ha,264500,,maize
Spain,Area Harvested,1992,Ha,392974,,maize
Spain,Area Harvested,1991,Ha,484800,,maize
Spain,Area Harvested,1990,Ha,473400,,maize
Spain,Area Harvested,1989,Ha,527900,,maize
Spain,Area Harvested,1988,Ha,556100,,maize
Spain,Area Harvested,1987,Ha,542195,,maize
Spain,Area Harvested,1986,Ha,523965,,maize
Spain,Area Harvested,1985,Ha,526179,,maize
Spain,Area Harvested,1984,Ha,440180,,maize
Spain,Area Harvested,1983,Ha,354145,,maize
Spain,Area Harvested,1982,Ha,418300,,maize
Spain,Area Harvested,1981,Ha,428700,,maize
Spain,Yield,2007,Hg/Ha,99168,Fc,maize
Spain,Yield,2006,Hg/Ha,97436,Fc,maize
Spain,Yield,2005,Hg/Ha,96099,Fc,maize
Spain,Yield,2004,Hg/Ha,100690,Fc,maize
Spain,Yield,2003,Hg/Ha,90408,Fc,maize
Spain,Yield,2002,Hg/Ha,95141,Fc,maize
Spain,Yield,2001,Hg/Ha,97207,Fc,maize
Spain,Yield,2000,Hg/Ha,92157,Fc,maize
Spain,Yield,1999,Hg/Ha,94807,Fc,maize
Spain,Yield,1998,Hg/Ha,94731,Fc,maize
Spain,Yield,1997,Hg/Ha,91500,Fc,maize
Spain,Yield,1996,Hg/Ha,85308,Fc,maize
Spain,Yield,1995,Hg/Ha,72458,Fc,maize
Spain,Yield,1994,Hg/Ha,68566,Fc,maize
Spain,Yield,1993,Hg/Ha,61736,Fc,maize
Spain,Yield,1992,Hg/Ha,70170,Fc,maize
Spain,Yield,1991,Hg/Ha,66692,Fc,maize
Spain,Yield,1990,Hg/Ha,64256,Fc,maize
Spain,Yield,1989,Hg/Ha,63042,Fc,maize
Spain,Yield,1988,Hg/Ha,64322,Fc,maize
Spain,Yield,1987,Hg/Ha,65611,Fc,maize
Spain,Yield,1986,Hg/Ha,65342,Fc,maize
Spain,Yield,1985,Hg/Ha,64878,Fc,maize
Spain,Yield,1984,Hg/Ha,57456,Fc,maize
Spain,Yield,1983,Hg/Ha,50922,Fc,maize
Spain,Yield,1982,Hg/Ha,55704,Fc,maize
Spain,Yield,1981,Hg/Ha,50310,Fc,maize
Spain,Production Quantity,2007,tonnes,3518500,,maize
Spain,Production Quantity,2006,tonnes,3355722,,maize
Spain,Production Quantity,2005,tonnes,3981370,,maize
Spain,Production Quantity,2004,tonnes,4831147,,maize
Spain,Production Quantity,2003,tonnes,4338700,,maize
Spain,Production Quantity,2002,tonnes,4425373,,maize
Spain,Production Quantity,2001,tonnes,4981901,,maize
Spain,Production Quantity,2000,tonnes,3991752,,maize
Spain,Production Quantity,1999,tonnes,3768600,,maize
Spain,Production Quantity,1998,tonnes,4349100,,maize
Spain,Production Quantity,1997,tonnes,4451502,,maize
Spain,Production Quantity,1996,tonnes,3751000,,maize
Spain,Production Quantity,1995,tonnes,2590400,,maize
Spain,Production Quantity,1994,tonnes,2343600,,maize
Spain,Production Quantity,1993,tonnes,1632929,,maize
Spain,Production Quantity,1992,tonnes,2757500,,maize
Spain,Production Quantity,1991,tonnes,3233250,,maize
Spain,Production Quantity,1990,tonnes,3041900,,maize
Spain,Production Quantity,1989,tonnes,3328000,,maize
Spain,Production Quantity,1988,tonnes,3577000,,maize
Spain,Production Quantity,1987,tonnes,3557406,,maize
Spain,Production Quantity,1986,tonnes,3423700,,maize
Spain,Production Quantity,1985,tonnes,3413788,,maize
Spain,Production Quantity,1984,tonnes,2529100,,maize
Spain,Production Quantity,1983,tonnes,1803400,,maize
Spain,Production Quantity,1982,tonnes,2330100,,maize
Spain,Production Quantity,1981,tonnes,2156800,,maize
Sri Lanka,Area Harvested,2007,Ha,34190,,maize
Sri Lanka,Area Harvested,2006,Ha,32000,,maize
Sri Lanka,Area Harvested,2005,Ha,28410,,maize
Sri Lanka,Area Harvested,2004,Ha,23430,,maize
Sri Lanka,Area Harvested,2003,Ha,27060,,maize
Sri Lanka,Area Harvested,2002,Ha,23410,,maize
Sri Lanka,Area Harvested,2001,Ha,25710,,maize
Sri Lanka,Area Harvested,2000,Ha,28648,,maize
Sri Lanka,Area Harvested,1999,Ha,28880,,maize
Sri Lanka,Area Harvested,1998,Ha,29790,,maize
Sri Lanka,Area Harvested,1997,Ha,25796,,maize
Sri Lanka,Area Harvested,1996,Ha,30895,,maize
Sri Lanka,Area Harvested,1995,Ha,35938,,maize
Sri Lanka,Area Harvested,1994,Ha,31495,,maize
Sri Lanka,Area Harvested,1993,Ha,32600,,maize
Sri Lanka,Area Harvested,1992,Ha,27720,,maize
Sri Lanka,Area Harvested,1991,Ha,28576,,maize
Sri Lanka,Area Harvested,1990,Ha,29740,,maize
Sri Lanka,Area Harvested,1989,Ha,29110,,maize
Sri Lanka,Area Harvested,1988,Ha,36820,,maize
Sri Lanka,Area Harvested,1987,Ha,34665,,maize
Sri Lanka,Area Harvested,1986,Ha,31202,,maize
Sri Lanka,Area Harvested,1985,Ha,33060,,maize
Sri Lanka,Area Harvested,1984,Ha,32880,,maize
Sri Lanka,Area Harvested,1983,Ha,26230,,maize
Sri Lanka,Area Harvested,1982,Ha,26685,,maize
Sri Lanka,Area Harvested,1981,Ha,24080,,maize
Sri Lanka,Yield,2007,Hg/Ha,16507,Fc,maize
Sri Lanka,Yield,2006,Hg/Ha,14853,Fc,maize
Sri Lanka,Yield,2005,Hg/Ha,14713,Fc,maize
Sri Lanka,Yield,2004,Hg/Ha,15023,Fc,maize
Sri Lanka,Yield,2003,Hg/Ha,10957,Fc,maize
Sri Lanka,Yield,2002,Hg/Ha,11281,Fc,maize
Sri Lanka,Yield,2001,Hg/Ha,11182,Fc,maize
Sri Lanka,Yield,2000,Hg/Ha,10838,Fc,maize
Sri Lanka,Yield,1999,Hg/Ha,10896,Fc,maize
Sri Lanka,Yield,1998,Hg/Ha,11370,Fc,maize
Sri Lanka,Yield,1997,Hg/Ha,9958,Fc,maize
Sri Lanka,Yield,1996,Hg/Ha,10669,Fc,maize
Sri Lanka,Yield,1995,Hg/Ha,9695,Fc,maize
Sri Lanka,Yield,1994,Hg/Ha,10032,Fc,maize
Sri Lanka,Yield,1993,Hg/Ha,9711,Fc,maize
Sri Lanka,Yield,1992,Hg/Ha,10389,Fc,maize
Sri Lanka,Yield,1991,Hg/Ha,11915,Fc,maize
Sri Lanka,Yield,1990,Hg/Ha,11227,Fc,maize
Sri Lanka,Yield,1989,Hg/Ha,10504,Fc,maize
Sri Lanka,Yield,1988,Hg/Ha,10486,Fc,maize
Sri Lanka,Yield,1987,Hg/Ha,12012,Fc,maize
Sri Lanka,Yield,1986,Hg/Ha,13018,Fc,maize
Sri Lanka,Yield,1985,Hg/Ha,9150,Fc,maize
Sri Lanka,Yield,1984,Hg/Ha,10714,Fc,maize
Sri Lanka,Yield,1983,Hg/Ha,10964,Fc,maize
Sri Lanka,Yield,1982,Hg/Ha,8379,Fc,maize
Sri Lanka,Yield,1981,Hg/Ha,9177,Fc,maize
Sri Lanka,Production Quantity,2007,tonnes,56440,,maize
Sri Lanka,Production Quantity,2006,tonnes,47530,,maize
Sri Lanka,Production Quantity,2005,tonnes,41800,,maize
Sri Lanka,Production Quantity,2004,tonnes,35200,,maize
Sri Lanka,Production Quantity,2003,tonnes,29650,,maize
Sri Lanka,Production Quantity,2002,tonnes,26410,,maize
Sri Lanka,Production Quantity,2001,tonnes,28750,,maize
Sri Lanka,Production Quantity,2000,tonnes,31050,,maize
Sri Lanka,Production Quantity,1999,tonnes,31470,,maize
Sri Lanka,Production Quantity,1998,tonnes,33874,,maize
Sri Lanka,Production Quantity,1997,tonnes,25689,,maize
Sri Lanka,Production Quantity,1996,tonnes,32963,,maize
Sri Lanka,Production Quantity,1995,tonnes,34842,,maize
Sri Lanka,Production Quantity,1994,tonnes,31596,,maize
Sri Lanka,Production Quantity,1993,tonnes,31660,,maize
Sri Lanka,Production Quantity,1992,tonnes,28800,,maize
Sri Lanka,Production Quantity,1991,tonnes,34050,,maize
Sri Lanka,Production Quantity,1990,tonnes,33390,,maize
Sri Lanka,Production Quantity,1989,tonnes,30580,,maize
Sri Lanka,Production Quantity,1988,tonnes,38610,,maize
Sri Lanka,Production Quantity,1987,tonnes,41640,,maize
Sri Lanka,Production Quantity,1986,tonnes,40620,,maize
Sri Lanka,Production Quantity,1985,tonnes,30250,,maize
Sri Lanka,Production Quantity,1984,tonnes,35230,,maize
Sri Lanka,Production Quantity,1983,tonnes,28760,,maize
Sri Lanka,Production Quantity,1982,tonnes,22360,,maize
Sri Lanka,Production Quantity,1981,tonnes,22100,,maize
Sudan,Area Harvested,2007,Ha,93000,,maize
Sudan,Area Harvested,2006,Ha,104167,,maize
Sudan,Area Harvested,2005,Ha,75000,F ,maize
Sudan,Area Harvested,2004,Ha,58380,,maize
Sudan,Area Harvested,2003,Ha,71820,,maize
Sudan,Area Harvested,2002,Ha,63420,,maize
Sudan,Area Harvested,2001,Ha,71820,,maize
Sudan,Area Harvested,2000,Ha,71820,,maize
Sudan,Area Harvested,1999,Ha,63420,,maize
Sudan,Area Harvested,1998,Ha,63840,,maize
Sudan,Area Harvested,1997,Ha,80000,F ,maize
Sudan,Area Harvested,1996,Ha,83160,,maize
Sudan,Area Harvested,1995,Ha,36540,,maize
Sudan,Area Harvested,1994,Ha,1.00E+05,F ,maize
Sudan,Area Harvested,1993,Ha,81000,F ,maize
Sudan,Area Harvested,1992,Ha,120000,F ,maize
Sudan,Area Harvested,1991,Ha,125000,F ,maize
Sudan,Area Harvested,1990,Ha,55000,F ,maize
Sudan,Area Harvested,1989,Ha,60000,F ,maize
Sudan,Area Harvested,1988,Ha,60000,F ,maize
Sudan,Area Harvested,1987,Ha,53000,F ,maize
Sudan,Area Harvested,1986,Ha,63000,F ,maize
Sudan,Area Harvested,1985,Ha,37000,F ,maize
Sudan,Area Harvested,1984,Ha,50000,F ,maize
Sudan,Area Harvested,1983,Ha,53000,F ,maize
Sudan,Area Harvested,1982,Ha,59000,,maize
Sudan,Area Harvested,1981,Ha,63400,,maize
Sudan,Yield,2007,Hg/Ha,7526,Fc,maize
Sudan,Yield,2006,Hg/Ha,10463,Fc,maize
Sudan,Yield,2005,Hg/Ha,10666,Fc,maize
Sudan,Yield,2004,Hg/Ha,10277,Fc,maize
Sudan,Yield,2003,Hg/Ha,7379,Fc,maize
Sudan,Yield,2002,Hg/Ha,8356,Fc,maize
Sudan,Yield,2001,Hg/Ha,7379,Fc,maize
Sudan,Yield,2000,Hg/Ha,7379,Fc,maize
Sudan,Yield,1999,Hg/Ha,5834,Fc,maize
Sudan,Yield,1998,Hg/Ha,6578,Fc,maize
Sudan,Yield,1997,Hg/Ha,6500,Fc,maize
Sudan,Yield,1996,Hg/Ha,6493,Fc,maize
Sudan,Yield,1995,Hg/Ha,5747,Fc,maize
Sudan,Yield,1994,Hg/Ha,4800,Fc,maize
Sudan,Yield,1993,Hg/Ha,4938,Fc,maize
Sudan,Yield,1992,Hg/Ha,4250,Fc,maize
Sudan,Yield,1991,Hg/Ha,4880,Fc,maize
Sudan,Yield,1990,Hg/Ha,4909,Fc,maize
Sudan,Yield,1989,Hg/Ha,5000,Fc,maize
Sudan,Yield,1988,Hg/Ha,5000,Fc,maize
Sudan,Yield,1987,Hg/Ha,4716,Fc,maize
Sudan,Yield,1986,Hg/Ha,5714,Fc,maize
Sudan,Yield,1985,Hg/Ha,4864,Fc,maize
Sudan,Yield,1984,Hg/Ha,4800,Fc,maize
Sudan,Yield,1983,Hg/Ha,4905,Fc,maize
Sudan,Yield,1982,Hg/Ha,4915,Fc,maize
Sudan,Yield,1981,Hg/Ha,4889,Fc,maize
Sudan,Production Quantity,2007,tonnes,70000,,maize
Sudan,Production Quantity,2006,tonnes,109000,,maize
Sudan,Production Quantity,2005,tonnes,80000,F ,maize
Sudan,Production Quantity,2004,tonnes,60000,F ,maize
Sudan,Production Quantity,2003,tonnes,53000,,maize
Sudan,Production Quantity,2002,tonnes,53000,,maize
Sudan,Production Quantity,2001,tonnes,53000,,maize
Sudan,Production Quantity,2000,tonnes,53000,,maize
Sudan,Production Quantity,1999,tonnes,37000,,maize
Sudan,Production Quantity,1998,tonnes,42000,,maize
Sudan,Production Quantity,1997,tonnes,52000,,maize
Sudan,Production Quantity,1996,tonnes,54000,,maize
Sudan,Production Quantity,1995,tonnes,21000,,maize
Sudan,Production Quantity,1994,tonnes,48000,F ,maize
Sudan,Production Quantity,1993,tonnes,40000,,maize
Sudan,Production Quantity,1992,tonnes,51000,,maize
Sudan,Production Quantity,1991,tonnes,61000,,maize
Sudan,Production Quantity,1990,tonnes,27000,F ,maize
Sudan,Production Quantity,1989,tonnes,30000,,maize
Sudan,Production Quantity,1988,tonnes,30000,,maize
Sudan,Production Quantity,1987,tonnes,25000,,maize
Sudan,Production Quantity,1986,tonnes,36000,,maize
Sudan,Production Quantity,1985,tonnes,18000,,maize
Sudan,Production Quantity,1984,tonnes,24000,,maize
Sudan,Production Quantity,1983,tonnes,26000,,maize
Sudan,Production Quantity,1982,tonnes,29000,,maize
Sudan,Production Quantity,1981,tonnes,31000,,maize
Suriname,Area Harvested,2007,Ha,18,,maize
Suriname,Area Harvested,2006,Ha,20,,maize
Suriname,Area Harvested,2005,Ha,24,F ,maize
Suriname,Area Harvested,2004,Ha,24,F ,maize
Suriname,Area Harvested,2003,Ha,28,,maize
Suriname,Area Harvested,2002,Ha,31,,maize
Suriname,Area Harvested,2001,Ha,36,,maize
Suriname,Area Harvested,2000,Ha,21,,maize
Suriname,Area Harvested,1999,Ha,33,,maize
Suriname,Area Harvested,1998,Ha,50,,maize
Suriname,Area Harvested,1997,Ha,60,,maize
Suriname,Area Harvested,1996,Ha,75,,maize
Suriname,Area Harvested,1995,Ha,185,,maize
Suriname,Area Harvested,1994,Ha,169,,maize
Suriname,Area Harvested,1993,Ha,130,F ,maize
Suriname,Area Harvested,1992,Ha,85,,maize
Suriname,Area Harvested,1991,Ha,83,,maize
Suriname,Area Harvested,1990,Ha,127,,maize
Suriname,Area Harvested,1989,Ha,107,,maize
Suriname,Area Harvested,1988,Ha,141,,maize
Suriname,Area Harvested,1987,Ha,140,,maize
Suriname,Area Harvested,1986,Ha,177,,maize
Suriname,Area Harvested,1985,Ha,153,,maize
Suriname,Area Harvested,1984,Ha,222,,maize
Suriname,Area Harvested,1983,Ha,122,,maize
Suriname,Area Harvested,1982,Ha,135,,maize
Suriname,Area Harvested,1981,Ha,205,,maize
Suriname,Yield,2007,Hg/Ha,27222,Fc,maize
Suriname,Yield,2006,Hg/Ha,23000,Fc,maize
Suriname,Yield,2005,Hg/Ha,23333,Fc,maize
Suriname,Yield,2004,Hg/Ha,23333,Fc,maize
Suriname,Yield,2003,Hg/Ha,23214,Fc,maize
Suriname,Yield,2002,Hg/Ha,19677,Fc,maize
Suriname,Yield,2001,Hg/Ha,19444,Fc,maize
Suriname,Yield,2000,Hg/Ha,19047,Fc,maize
Suriname,Yield,1999,Hg/Ha,10000,Fc,maize
Suriname,Yield,1998,Hg/Ha,22000,Fc,maize
Suriname,Yield,1997,Hg/Ha,22833,Fc,maize
Suriname,Yield,1996,Hg/Ha,22266,Fc,maize
Suriname,Yield,1995,Hg/Ha,18162,Fc,maize
Suriname,Yield,1994,Hg/Ha,20650,Fc,maize
Suriname,Yield,1993,Hg/Ha,20000,Fc,maize
Suriname,Yield,1992,Hg/Ha,18705,Fc,maize
Suriname,Yield,1991,Hg/Ha,22289,Fc,maize
Suriname,Yield,1990,Hg/Ha,21574,Fc,maize
Suriname,Yield,1989,Hg/Ha,17383,Fc,maize
Suriname,Yield,1988,Hg/Ha,17092,Fc,maize
Suriname,Yield,1987,Hg/Ha,16071,Fc,maize
Suriname,Yield,1986,Hg/Ha,11525,Fc,maize
