country_or_area,element,year,unit,value,value_footnotes,category
Bhutan,Area Harvested,1988,Ha,41890,,maize
Bhutan,Area Harvested,1987,Ha,52400,,maize
Bhutan,Area Harvested,1986,Ha,54000,F ,maize
Bhutan,Area Harvested,1985,Ha,56000,F ,maize
Bhutan,Area Harvested,1984,Ha,58474,,maize
Bhutan,Area Harvested,1983,Ha,59300,F ,maize
Bhutan,Area Harvested,1982,Ha,56817,,maize
Bhutan,Area Harvested,1981,Ha,56800,,maize
Bhutan,Yield,2007,Hg/Ha,21509,Fc,maize
Bhutan,Yield,2006,Hg/Ha,23284,Fc,maize
Bhutan,Yield,2005,Hg/Ha,30608,Fc,maize
Bhutan,Yield,2004,Hg/Ha,41544,Fc,maize
Bhutan,Yield,2003,Hg/Ha,17793,Fc,maize
Bhutan,Yield,2002,Hg/Ha,15909,Fc,maize
Bhutan,Yield,2001,Hg/Ha,15789,Fc,maize
Bhutan,Yield,2000,Hg/Ha,15645,Fc,maize
Bhutan,Yield,1999,Hg/Ha,15555,Fc,maize
Bhutan,Yield,1998,Hg/Ha,17000,Fc,maize
Bhutan,Yield,1997,Hg/Ha,17000,Fc,maize
Bhutan,Yield,1996,Hg/Ha,16000,Fc,maize
Bhutan,Yield,1995,Hg/Ha,15555,Fc,maize
Bhutan,Yield,1994,Hg/Ha,13333,Fc,maize
Bhutan,Yield,1993,Hg/Ha,11111,Fc,maize
Bhutan,Yield,1992,Hg/Ha,10000,Fc,maize
Bhutan,Yield,1991,Hg/Ha,9756,Fc,maize
Bhutan,Yield,1990,Hg/Ha,9523,Fc,maize
Bhutan,Yield,1989,Hg/Ha,7424,Fc,maize
Bhutan,Yield,1988,Hg/Ha,7431,Fc,maize
Bhutan,Yield,1987,Hg/Ha,9541,Fc,maize
Bhutan,Yield,1986,Hg/Ha,13611,Fc,maize
Bhutan,Yield,1985,Hg/Ha,13571,Fc,maize
Bhutan,Yield,1984,Hg/Ha,13607,Fc,maize
Bhutan,Yield,1983,Hg/Ha,13996,Fc,maize
Bhutan,Yield,1982,Hg/Ha,14208,Fc,maize
Bhutan,Yield,1981,Hg/Ha,14207,Fc,maize
Bhutan,Production Quantity,2007,tonnes,61789,,maize
Bhutan,Production Quantity,2006,tonnes,71062,,maize
Bhutan,Production Quantity,2005,tonnes,93968,,maize
Bhutan,Production Quantity,2004,tonnes,90566,,maize
Bhutan,Production Quantity,2003,tonnes,50000,,maize
Bhutan,Production Quantity,2002,tonnes,42000,,maize
Bhutan,Production Quantity,2001,tonnes,60000,F ,maize
Bhutan,Production Quantity,2000,tonnes,48500,,maize
Bhutan,Production Quantity,1999,tonnes,70000,,maize
Bhutan,Production Quantity,1998,tonnes,85000,,maize
Bhutan,Production Quantity,1997,tonnes,85000,,maize
Bhutan,Production Quantity,1996,tonnes,80000,F ,maize
Bhutan,Production Quantity,1995,tonnes,70000,F ,maize
Bhutan,Production Quantity,1994,tonnes,60000,F ,maize
Bhutan,Production Quantity,1993,tonnes,50000,F ,maize
Bhutan,Production Quantity,1992,tonnes,40000,,maize
Bhutan,Production Quantity,1991,tonnes,40000,F ,maize
Bhutan,Production Quantity,1990,tonnes,40000,,maize
Bhutan,Production Quantity,1989,tonnes,31100,,maize
Bhutan,Production Quantity,1988,tonnes,31130,,maize
Bhutan,Production Quantity,1987,tonnes,50000,F ,maize
Bhutan,Production Quantity,1986,tonnes,73500,F ,maize
Bhutan,Production Quantity,1985,tonnes,76000,F ,maize
Bhutan,Production Quantity,1984,tonnes,79566,,maize
Bhutan,Production Quantity,1983,tonnes,83000,F ,maize
Bhutan,Production Quantity,1982,tonnes,80730,,maize
Bhutan,Production Quantity,1981,tonnes,80700,,maize
Bolivia,Area Harvested,2007,Ha,364159,,maize
Bolivia,Area Harvested,2006,Ha,343080,,maize
Bolivia,Area Harvested,2005,Ha,337779,,maize
Bolivia,Area Harvested,2004,Ha,313849,,maize
Bolivia,Area Harvested,2003,Ha,295509,,maize
Bolivia,Area Harvested,2002,Ha,310465,,maize
Bolivia,Area Harvested,2001,Ha,306118,,maize
Bolivia,Area Harvested,2000,Ha,307292,,maize
Bolivia,Area Harvested,1999,Ha,277281,,maize
Bolivia,Area Harvested,1998,Ha,263633,,maize
Bolivia,Area Harvested,1997,Ha,236200,,maize
Bolivia,Area Harvested,1996,Ha,276721,,maize
Bolivia,Area Harvested,1995,Ha,278228,,maize
Bolivia,Area Harvested,1994,Ha,272567,,maize
Bolivia,Area Harvested,1993,Ha,287830,,maize
Bolivia,Area Harvested,1992,Ha,287140,,maize
Bolivia,Area Harvested,1991,Ha,281129,,maize
Bolivia,Area Harvested,1990,Ha,234696,,maize
Bolivia,Area Harvested,1989,Ha,278988,,maize
Bolivia,Area Harvested,1988,Ha,293360,,maize
Bolivia,Area Harvested,1987,Ha,302100,,maize
Bolivia,Area Harvested,1986,Ha,294000,,maize
Bolivia,Area Harvested,1985,Ha,348929,,maize
Bolivia,Area Harvested,1984,Ha,321731,,maize
Bolivia,Area Harvested,1983,Ha,260844,,maize
Bolivia,Area Harvested,1982,Ha,285780,,maize
Bolivia,Area Harvested,1981,Ha,313110,,maize
Bolivia,Yield,2007,Hg/Ha,21154,Fc,maize
Bolivia,Yield,2006,Hg/Ha,26070,Fc,maize
Bolivia,Yield,2005,Hg/Ha,21859,Fc,maize
Bolivia,Yield,2004,Hg/Ha,17144,Fc,maize
Bolivia,Yield,2003,Hg/Ha,23405,Fc,maize
Bolivia,Yield,2002,Hg/Ha,21669,Fc,maize
Bolivia,Yield,2001,Hg/Ha,22142,Fc,maize
Bolivia,Yield,2000,Hg/Ha,21258,Fc,maize
Bolivia,Yield,1999,Hg/Ha,17621,Fc,maize
Bolivia,Yield,1998,Hg/Ha,18191,Fc,maize
Bolivia,Yield,1997,Hg/Ha,15060,Fc,maize
Bolivia,Yield,1996,Hg/Ha,18011,Fc,maize
Bolivia,Yield,1995,Hg/Ha,18525,Fc,maize
Bolivia,Yield,1994,Hg/Ha,18106,Fc,maize
Bolivia,Yield,1993,Hg/Ha,18657,Fc,maize
Bolivia,Yield,1992,Hg/Ha,17534,Fc,maize
Bolivia,Yield,1991,Hg/Ha,15285,Fc,maize
Bolivia,Yield,1990,Hg/Ha,16657,Fc,maize
Bolivia,Yield,1989,Hg/Ha,14353,Fc,maize
Bolivia,Yield,1988,Hg/Ha,15188,Fc,maize
Bolivia,Yield,1987,Hg/Ha,15911,Fc,maize
Bolivia,Yield,1986,Hg/Ha,15554,Fc,maize
Bolivia,Yield,1985,Hg/Ha,15875,Fc,maize
Bolivia,Yield,1984,Hg/Ha,15435,Fc,maize
Bolivia,Yield,1983,Hg/Ha,12926,Fc,maize
Bolivia,Yield,1982,Hg/Ha,15732,Fc,maize
Bolivia,Yield,1981,Hg/Ha,16087,Fc,maize
Bolivia,Production Quantity,2007,tonnes,770365,,maize
Bolivia,Production Quantity,2006,tonnes,894436,,maize
Bolivia,Production Quantity,2005,tonnes,738352,,maize
Bolivia,Production Quantity,2004,tonnes,538091,,maize
Bolivia,Production Quantity,2003,tonnes,691643,,maize
Bolivia,Production Quantity,2002,tonnes,672772,,maize
Bolivia,Production Quantity,2001,tonnes,677829,,maize
Bolivia,Production Quantity,2000,tonnes,653271,,maize
Bolivia,Production Quantity,1999,tonnes,488606,,maize
Bolivia,Production Quantity,1998,tonnes,479601,,maize
Bolivia,Production Quantity,1997,tonnes,355718,,maize
Bolivia,Production Quantity,1996,tonnes,498414,,maize
Bolivia,Production Quantity,1995,tonnes,515439,,maize
Bolivia,Production Quantity,1994,tonnes,493533,,maize
Bolivia,Production Quantity,1993,tonnes,537025,,maize
Bolivia,Production Quantity,1992,tonnes,503481,,maize
Bolivia,Production Quantity,1991,tonnes,429713,,maize
Bolivia,Production Quantity,1990,tonnes,390952,,maize
Bolivia,Production Quantity,1989,tonnes,400444,,maize
Bolivia,Production Quantity,1988,tonnes,445570,,maize
Bolivia,Production Quantity,1987,tonnes,480694,,maize
Bolivia,Production Quantity,1986,tonnes,457300,,maize
Bolivia,Production Quantity,1985,tonnes,553938,,maize
Bolivia,Production Quantity,1984,tonnes,496612,,maize
Bolivia,Production Quantity,1983,tonnes,337190,,maize
Bolivia,Production Quantity,1982,tonnes,449605,,maize
Bolivia,Production Quantity,1981,tonnes,503710,,maize
Bosnia and Herzegovina,Area Harvested,2007,Ha,197430,,maize
Bosnia and Herzegovina,Area Harvested,2006,Ha,196244,,maize
Bosnia and Herzegovina,Area Harvested,2005,Ha,196372,,maize
Bosnia and Herzegovina,Area Harvested,2004,Ha,193002,,maize
Bosnia and Herzegovina,Area Harvested,2003,Ha,195355,,maize
Bosnia and Herzegovina,Area Harvested,2002,Ha,198755,,maize
Bosnia and Herzegovina,Area Harvested,2001,Ha,200024,,maize
Bosnia and Herzegovina,Area Harvested,2000,Ha,207899,,maize
Bosnia and Herzegovina,Area Harvested,1999,Ha,213610,,maize
Bosnia and Herzegovina,Area Harvested,1998,Ha,219104,,maize
Bosnia and Herzegovina,Area Harvested,1997,Ha,206906,,maize
Bosnia and Herzegovina,Area Harvested,1996,Ha,147000,F ,maize
Bosnia and Herzegovina,Area Harvested,1995,Ha,93000,F ,maize
Bosnia and Herzegovina,Area Harvested,1994,Ha,115000,F ,maize
Bosnia and Herzegovina,Area Harvested,1993,Ha,135000,F ,maize
Bosnia and Herzegovina,Area Harvested,1992,Ha,158000,F ,maize
Bosnia and Herzegovina,Yield,2007,Hg/Ha,32180,Fc,maize
Bosnia and Herzegovina,Yield,2006,Hg/Ha,50643,Fc,maize
Bosnia and Herzegovina,Yield,2005,Hg/Ha,51132,Fc,maize
Bosnia and Herzegovina,Yield,2004,Hg/Ha,51317,Fc,maize
Bosnia and Herzegovina,Yield,2003,Hg/Ha,27900,Fc,maize
Bosnia and Herzegovina,Yield,2002,Hg/Ha,45444,Fc,maize
Bosnia and Herzegovina,Yield,2001,Hg/Ha,38523,Fc,maize
Bosnia and Herzegovina,Yield,2000,Hg/Ha,22701,Fc,maize
Bosnia and Herzegovina,Yield,1999,Hg/Ha,46067,Fc,maize
Bosnia and Herzegovina,Yield,1998,Hg/Ha,38640,Fc,maize
Bosnia and Herzegovina,Yield,1997,Hg/Ha,40136,Fc,maize
Bosnia and Herzegovina,Yield,1996,Hg/Ha,40000,Fc,maize
Bosnia and Herzegovina,Yield,1995,Hg/Ha,40000,Fc,maize
Bosnia and Herzegovina,Yield,1994,Hg/Ha,40000,Fc,maize
Bosnia and Herzegovina,Yield,1993,Hg/Ha,40000,Fc,maize
Bosnia and Herzegovina,Yield,1992,Hg/Ha,39873,Fc,maize
Bosnia and Herzegovina,Production Quantity,2007,tonnes,635344,,maize
Bosnia and Herzegovina,Production Quantity,2006,tonnes,993850,,maize
Bosnia and Herzegovina,Production Quantity,2005,tonnes,1004099,,maize
Bosnia and Herzegovina,Production Quantity,2004,tonnes,990429,,maize
Bosnia and Herzegovina,Production Quantity,2003,tonnes,545059,,maize
Bosnia and Herzegovina,Production Quantity,2002,tonnes,903231,,maize
Bosnia and Herzegovina,Production Quantity,2001,tonnes,770557,,maize
Bosnia and Herzegovina,Production Quantity,2000,tonnes,471963,,maize
Bosnia and Herzegovina,Production Quantity,1999,tonnes,984052,,maize
Bosnia and Herzegovina,Production Quantity,1998,tonnes,846638,,maize
Bosnia and Herzegovina,Production Quantity,1997,tonnes,830445,,maize
Bosnia and Herzegovina,Production Quantity,1996,tonnes,588000,,maize
Bosnia and Herzegovina,Production Quantity,1995,tonnes,372000,,maize
Bosnia and Herzegovina,Production Quantity,1994,tonnes,460000,F ,maize
Bosnia and Herzegovina,Production Quantity,1993,tonnes,540000,F ,maize
Bosnia and Herzegovina,Production Quantity,1992,tonnes,630000,F ,maize
Botswana,Area Harvested,2007,Ha,56000,F ,maize
Botswana,Area Harvested,2006,Ha,45000,F ,maize
Botswana,Area Harvested,2005,Ha,55000,F ,maize
Botswana,Area Harvested,2004,Ha,55000,F ,maize
Botswana,Area Harvested,2003,Ha,7617,,maize
Botswana,Area Harvested,2002,Ha,55803,,maize
Botswana,Area Harvested,2001,Ha,24977,,maize
Botswana,Area Harvested,2000,Ha,83258,,maize
Botswana,Area Harvested,1999,Ha,34171,,maize
Botswana,Area Harvested,1998,Ha,25756,,maize
Botswana,Area Harvested,1997,Ha,79000,,maize
Botswana,Area Harvested,1996,Ha,1.00E+05,,maize
Botswana,Area Harvested,1995,Ha,20000,,maize
Botswana,Area Harvested,1994,Ha,63600,,maize
Botswana,Area Harvested,1993,Ha,22000,,maize
Botswana,Area Harvested,1992,Ha,15800,,maize
Botswana,Area Harvested,1991,Ha,36600,,maize
Botswana,Area Harvested,1990,Ha,40700,,maize
Botswana,Area Harvested,1989,Ha,52300,,maize
Botswana,Area Harvested,1988,Ha,32900,,maize
Botswana,Area Harvested,1987,Ha,5400,,maize
Botswana,Area Harvested,1986,Ha,8800,,maize
Botswana,Area Harvested,1985,Ha,7900,,maize
Botswana,Area Harvested,1984,Ha,3300,,maize
Botswana,Area Harvested,1983,Ha,19600,,maize
Botswana,Area Harvested,1982,Ha,23900,,maize
Botswana,Area Harvested,1981,Ha,59300,,maize
Botswana,Yield,2007,Hg/Ha,2142,Fc,maize
Botswana,Yield,2006,Hg/Ha,2428,Fc,maize
Botswana,Yield,2005,Hg/Ha,292,Fc,maize
Botswana,Yield,2004,Hg/Ha,342,Fc,maize
Botswana,Yield,2003,Hg/Ha,2143,Fc,maize
Botswana,Yield,2002,Hg/Ha,2947,Fc,maize
Botswana,Yield,2001,Hg/Ha,1992,Fc,maize
Botswana,Yield,2000,Hg/Ha,1122,Fc,maize
Botswana,Yield,1999,Hg/Ha,1110,Fc,maize
Botswana,Yield,1998,Hg/Ha,910,Fc,maize
Botswana,Yield,1997,Hg/Ha,2866,Fc,maize
Botswana,Yield,1996,Hg/Ha,2462,Fc,maize
Botswana,Yield,1995,Hg/Ha,9476,Fc,maize
Botswana,Yield,1994,Hg/Ha,1698,Fc,maize
Botswana,Yield,1993,Hg/Ha,1352,Fc,maize
Botswana,Yield,1992,Hg/Ha,1898,Fc,maize
Botswana,Yield,1991,Hg/Ha,3961,Fc,maize
Botswana,Yield,1990,Hg/Ha,2899,Fc,maize
Botswana,Yield,1989,Hg/Ha,3779,Fc,maize
Botswana,Yield,1988,Hg/Ha,2322,Fc,maize
Botswana,Yield,1987,Hg/Ha,6064,Fc,maize
Botswana,Yield,1986,Hg/Ha,4090,Fc,maize
Botswana,Yield,1985,Hg/Ha,1816,Fc,maize
Botswana,Yield,1984,Hg/Ha,1484,Fc,maize
Botswana,Yield,1983,Hg/Ha,4334,Fc,maize
Botswana,Yield,1982,Hg/Ha,5188,Fc,maize
Botswana,Yield,1981,Hg/Ha,3611,Fc,maize
Botswana,Production Quantity,2007,tonnes,12000,F ,maize
Botswana,Production Quantity,2006,tonnes,10929,,maize
Botswana,Production Quantity,2005,tonnes,1608,,maize
Botswana,Production Quantity,2004,tonnes,1884,,maize
Botswana,Production Quantity,2003,tonnes,1633,,maize
Botswana,Production Quantity,2002,tonnes,16447,,maize
Botswana,Production Quantity,2001,tonnes,4976,,maize
Botswana,Production Quantity,2000,tonnes,9347,,maize
Botswana,Production Quantity,1999,tonnes,3796,,maize
Botswana,Production Quantity,1998,tonnes,2344,,maize
Botswana,Production Quantity,1997,tonnes,22649,,maize
Botswana,Production Quantity,1996,tonnes,24629,,maize
Botswana,Production Quantity,1995,tonnes,18953,,maize
Botswana,Production Quantity,1994,tonnes,10800,,maize
Botswana,Production Quantity,1993,tonnes,2976,,maize
Botswana,Production Quantity,1992,tonnes,3000,,maize
Botswana,Production Quantity,1991,tonnes,14500,,maize
Botswana,Production Quantity,1990,tonnes,11800,,maize
Botswana,Production Quantity,1989,tonnes,19765,,maize
Botswana,Production Quantity,1988,tonnes,7640,,maize
Botswana,Production Quantity,1987,tonnes,3275,,maize
Botswana,Production Quantity,1986,tonnes,3600,,maize
Botswana,Production Quantity,1985,tonnes,1435,,maize
Botswana,Production Quantity,1984,tonnes,490,,maize
Botswana,Production Quantity,1983,tonnes,8495,,maize
Botswana,Production Quantity,1982,tonnes,12400,,maize
Botswana,Production Quantity,1981,tonnes,21415,,maize
Brazil,Area Harvested,2007,Ha,13767400,,maize
Brazil,Area Harvested,2006,Ha,12613094,,maize
Brazil,Area Harvested,2005,Ha,11549425,,maize
Brazil,Area Harvested,2004,Ha,12410677,,maize
Brazil,Area Harvested,2003,Ha,12965678,,maize
Brazil,Area Harvested,2002,Ha,11750900,,maize
Brazil,Area Harvested,2001,Ha,12330300,,maize
Brazil,Area Harvested,2000,Ha,11614717,,maize
Brazil,Area Harvested,1999,Ha,11611483,,maize
Brazil,Area Harvested,1998,Ha,10585500,,maize
Brazil,Area Harvested,1997,Ha,12562100,,maize
Brazil,Area Harvested,1996,Ha,11933800,,maize
Brazil,Area Harvested,1995,Ha,13946300,,maize
Brazil,Area Harvested,1994,Ha,13748800,,maize
Brazil,Area Harvested,1993,Ha,11869700,,maize
Brazil,Area Harvested,1992,Ha,13363600,,maize
Brazil,Area Harvested,1991,Ha,13063700,,maize
Brazil,Area Harvested,1990,Ha,11394300,,maize
Brazil,Area Harvested,1989,Ha,12918980,,maize
Brazil,Area Harvested,1988,Ha,13181990,,maize
Brazil,Area Harvested,1987,Ha,13499440,,maize
Brazil,Area Harvested,1986,Ha,12460130,,maize
Brazil,Area Harvested,1985,Ha,11798349,,maize
Brazil,Area Harvested,1984,Ha,12018446,,maize
Brazil,Area Harvested,1983,Ha,10705979,,maize
Brazil,Area Harvested,1982,Ha,12619531,,maize
Brazil,Area Harvested,1981,Ha,11520336,,maize
Brazil,Yield,2007,Hg/Ha,37851,Fc,maize
Brazil,Yield,2006,Hg/Ha,33823,Fc,maize
Brazil,Yield,2005,Hg/Ha,30402,Fc,maize
Brazil,Yield,2004,Hg/Ha,33670,Fc,maize
Brazil,Yield,2003,Hg/Ha,37273,Fc,maize
Brazil,Yield,2002,Hg/Ha,30578,Fc,maize
Brazil,Yield,2001,Hg/Ha,34026,Fc,maize
Brazil,Yield,2000,Hg/Ha,27447,Fc,maize
Brazil,Yield,1999,Hg/Ha,27591,Fc,maize
Brazil,Yield,1998,Hg/Ha,27964,Fc,maize
Brazil,Yield,1997,Hg/Ha,26228,Fc,maize
Brazil,Yield,1996,Hg/Ha,26969,Fc,maize
Brazil,Yield,1995,Hg/Ha,26004,Fc,maize
Brazil,Yield,1994,Hg/Ha,23629,Fc,maize
Brazil,Yield,1993,Hg/Ha,25321,Fc,maize
Brazil,Yield,1992,Hg/Ha,22827,Fc,maize
Brazil,Yield,1991,Hg/Ha,18083,Fc,maize
Brazil,Yield,1990,Hg/Ha,18735,Fc,maize
Brazil,Yield,1989,Hg/Ha,20582,Fc,maize
Brazil,Yield,1988,Hg/Ha,18775,Fc,maize
Brazil,Yield,1987,Hg/Ha,19842,Fc,maize
Brazil,Yield,1986,Hg/Ha,16485,Fc,maize
Brazil,Yield,1985,Hg/Ha,18662,Fc,maize
Brazil,Yield,1984,Hg/Ha,17609,Fc,maize
Brazil,Yield,1983,Hg/Ha,17496,Fc,maize
Brazil,Yield,1982,Hg/Ha,17308,Fc,maize
Brazil,Yield,1981,Hg/Ha,18330,Fc,maize
Brazil,Production Quantity,2007,tonnes,52112200,,maize
Brazil,Production Quantity,2006,tonnes,42661667,,maize
Brazil,Production Quantity,2005,tonnes,35113312,,maize
Brazil,Production Quantity,2004,tonnes,41787558,,maize
Brazil,Production Quantity,2003,tonnes,48327323,,maize
Brazil,Production Quantity,2002,tonnes,35933000,,maize
Brazil,Production Quantity,2001,tonnes,41955264,,maize
Brazil,Production Quantity,2000,tonnes,31879392,,maize
Brazil,Production Quantity,1999,tonnes,32037624,,maize
Brazil,Production Quantity,1998,tonnes,29601750,,maize
Brazil,Production Quantity,1997,tonnes,32948040,,maize
Brazil,Production Quantity,1996,tonnes,32185180,,maize
Brazil,Production Quantity,1995,tonnes,36266952,,maize
Brazil,Production Quantity,1994,tonnes,32487620,,maize
Brazil,Production Quantity,1993,tonnes,30055630,,maize
Brazil,Production Quantity,1992,tonnes,30506130,,maize
Brazil,Production Quantity,1991,tonnes,23624340,,maize
Brazil,Production Quantity,1990,tonnes,21347770,,maize
Brazil,Production Quantity,1989,tonnes,26589870,,maize
Brazil,Production Quantity,1988,tonnes,24749550,,maize
Brazil,Production Quantity,1987,tonnes,26786650,,maize
Brazil,Production Quantity,1986,tonnes,20541230,,maize
Brazil,Production Quantity,1985,tonnes,22018176,,maize
Brazil,Production Quantity,1984,tonnes,21164144,,maize
Brazil,Production Quantity,1983,tonnes,18731216,,maize
Brazil,Production Quantity,1982,tonnes,21842480,,maize
Brazil,Production Quantity,1981,tonnes,21116912,,maize
Bulgaria,Area Harvested,2007,Ha,214367,,maize
Bulgaria,Area Harvested,2006,Ha,350291,,maize
Bulgaria,Area Harvested,2005,Ha,298712,,maize
Bulgaria,Area Harvested,2004,Ha,383217,,maize
Bulgaria,Area Harvested,2003,Ha,414680,,maize
Bulgaria,Area Harvested,2002,Ha,304055,,maize
Bulgaria,Area Harvested,2001,Ha,353113,,maize
Bulgaria,Area Harvested,2000,Ha,466475,,maize
Bulgaria,Area Harvested,1999,Ha,455026,,maize
Bulgaria,Area Harvested,1998,Ha,477140,,maize
Bulgaria,Area Harvested,1997,Ha,463710,,maize
Bulgaria,Area Harvested,1996,Ha,477750,,maize
Bulgaria,Area Harvested,1995,Ha,475256,,maize
Bulgaria,Area Harvested,1994,Ha,493163,,maize
Bulgaria,Area Harvested,1993,Ha,528385,,maize
Bulgaria,Area Harvested,1992,Ha,619406,,maize
Bulgaria,Area Harvested,1991,Ha,560068,,maize
Bulgaria,Area Harvested,1990,Ha,424428,,maize
Bulgaria,Area Harvested,1989,Ha,563249,,maize
Bulgaria,Area Harvested,1988,Ha,489659,,maize
Bulgaria,Area Harvested,1987,Ha,497088,,maize
Bulgaria,Area Harvested,1986,Ha,574224,,maize
Bulgaria,Area Harvested,1985,Ha,435239,,maize
Bulgaria,Area Harvested,1984,Ha,541511,,maize
Bulgaria,Area Harvested,1983,Ha,595661,,maize
Bulgaria,Area Harvested,1982,Ha,620879,,maize
Bulgaria,Area Harvested,1981,Ha,563289,,maize
Bulgaria,Yield,2007,Hg/Ha,14594,Fc,maize
Bulgaria,Yield,2006,Hg/Ha,45328,Fc,maize
Bulgaria,Yield,2005,Hg/Ha,53084,Fc,maize
Bulgaria,Yield,2004,Hg/Ha,55399,Fc,maize
Bulgaria,Yield,2003,Hg/Ha,28000,Fc,maize
Bulgaria,Yield,2002,Hg/Ha,42364,Fc,maize
Bulgaria,Yield,2001,Hg/Ha,24712,Fc,maize
Bulgaria,Yield,2000,Hg/Ha,17238,Fc,maize
Bulgaria,Yield,1999,Hg/Ha,38238,Fc,maize
Bulgaria,Yield,1998,Hg/Ha,27317,Fc,maize
Bulgaria,Yield,1997,Hg/Ha,35781,Fc,maize
Bulgaria,Yield,1996,Hg/Ha,21809,Fc,maize
Bulgaria,Yield,1995,Hg/Ha,38236,Fc,maize
Bulgaria,Yield,1994,Hg/Ha,28055,Fc,maize
Bulgaria,Yield,1993,Hg/Ha,18609,Fc,maize
Bulgaria,Yield,1992,Hg/Ha,28128,Fc,maize
Bulgaria,Yield,1991,Hg/Ha,49551,Fc,maize
Bulgaria,Yield,1990,Hg/Ha,28771,Fc,maize
Bulgaria,Yield,1989,Hg/Ha,40221,Fc,maize
Bulgaria,Yield,1988,Hg/Ha,31801,Fc,maize
Bulgaria,Yield,1987,Hg/Ha,37370,Fc,maize
Bulgaria,Yield,1986,Hg/Ha,49599,Fc,maize
Bulgaria,Yield,1985,Hg/Ha,31027,Fc,maize
Bulgaria,Yield,1984,Hg/Ha,55287,Fc,maize
Bulgaria,Yield,1983,Hg/Ha,52290,Fc,maize
Bulgaria,Yield,1982,Hg/Ha,55046,Fc,maize
Bulgaria,Yield,1981,Hg/Ha,42616,Fc,maize
Bulgaria,Production Quantity,2007,tonnes,312860,,maize
Bulgaria,Production Quantity,2006,tonnes,1587800,,maize
Bulgaria,Production Quantity,2005,tonnes,1585700,,maize
Bulgaria,Production Quantity,2004,tonnes,2123022,,maize
Bulgaria,Production Quantity,2003,tonnes,1161107,,maize
Bulgaria,Production Quantity,2002,tonnes,1288105,,maize
Bulgaria,Production Quantity,2001,tonnes,872645,,maize
Bulgaria,Production Quantity,2000,tonnes,804134,,maize
Bulgaria,Production Quantity,1999,tonnes,1739969,,maize
Bulgaria,Production Quantity,1998,tonnes,1303436,,maize
Bulgaria,Production Quantity,1997,tonnes,1659240,,maize
Bulgaria,Production Quantity,1996,tonnes,1041950,,maize
Bulgaria,Production Quantity,1995,tonnes,1817220,,maize
Bulgaria,Production Quantity,1994,tonnes,1383600,,maize
Bulgaria,Production Quantity,1993,tonnes,983281,,maize
Bulgaria,Production Quantity,1992,tonnes,1742275,,maize
Bulgaria,Production Quantity,1991,tonnes,2775207,,maize
Bulgaria,Production Quantity,1990,tonnes,1221139,,maize
Bulgaria,Production Quantity,1989,tonnes,2265450,,maize
Bulgaria,Production Quantity,1988,tonnes,1557202,,maize
Bulgaria,Production Quantity,1987,tonnes,1857621,,maize
Bulgaria,Production Quantity,1986,tonnes,2848101,,maize
Bulgaria,Production Quantity,1985,tonnes,1350433,,maize
Bulgaria,Production Quantity,1984,tonnes,2993905,,maize
Bulgaria,Production Quantity,1983,tonnes,3114766,,maize
Bulgaria,Production Quantity,1982,tonnes,3417731,,maize
Bulgaria,Production Quantity,1981,tonnes,2400514,,maize
Burkina Faso,Area Harvested,2007,Ha,471927,,maize
Burkina Faso,Area Harvested,2006,Ha,445732,,maize
Burkina Faso,Area Harvested,2005,Ha,442497,,maize
Burkina Faso,Area Harvested,2004,Ha,380124,,maize
